followers,following,public_repos,public_gists,account_created_at,account_age_days,bio_length,hireable,site_admin,type,popularity_score,follower_following_ratio,influence_score,total_projects,project_density,repo_gist_ratio,experience_score,repos_per_year,has_bio,has_company,has_location,profile_completeness,engagement_index,productivity_proxy,influence_density
9,8,4,0,2017-06-07 19:53:52+00:00,3166,0,0,0,User,2.302585093,1,8.7,4,0.001263025,4,8.060540047,0.4134806,0,0,0,0,13,32.24216019,1.8
3,2,14,10,2015-04-03 15:02:14+00:00,3963,0,0,0,User,1.386294361,1,2.7,24,0.00605449,1.272727273,8.285008895,1.180683919,0,0,0,0,17,115.9901245,0.2
40,24,27,5,2015-05-09 15:30:05+00:00,3927,79,0,0,User,3.713572067,1.6,35.2,32,0.00814664,4.5,8.275885669,2.296132339,1,1,1,3,97,223.4489131,1.428571429
32,4,93,26,2010-06-22 00:30:40+00:00,5709,0,0,0,User,3.496507561,6.4,23.6,119,0.02084063,3.444444444,8.649974303,5.588574251,0,0,1,1,135,804.4476101,0.340425532
5,3,9,0,2016-07-09 15:48:27+00:00,3500,83,1,0,User,1.791759469,1.25,4.4,9,0.002570694,9,8.160803921,0.849935317,1,0,0,2,34,73.44723529,0.5
85,1,79,28,2012-10-23 07:48:41+00:00,4855,31,0,0,User,4.454347296,42.5,59.8,107,0.022034596,2.724137931,8.487970333,5.52394636,1,1,1,3,194,670.5496563,1.0625
1,0,2,1,2013-08-10 11:19:55+00:00,4564,0,0,0,User,0.693147181,1,0.7,3,0.000657174,1,8.426173793,0.148103064,0,0,0,0,3,16.85234759,0.333333333
2,0,3,0,2016-07-01 22:58:11+00:00,3507,0,0,0,User,1.098612289,2,1.4,3,0.000855188,3,8.162801353,0.282799587,0,0,0,0,5,24.48840406,0.5
25,51,27,1,2013-10-24 16:17:51+00:00,4489,58,0,0,User,3.258096538,0.480769231,32.8,28,0.00623608,13.5,8.409607981,2.030284302,1,0,1,2,72,227.0594155,0.892857143
428,67,58,106,2008-09-01 04:56:48+00:00,6368,118,1,0,User,6.061456919,6.294117647,319.7,164,0.025749725,0.542056075,8.75919775,3.14421506,1,1,1,4,526,508.0334695,7.254237288
4,5,12,1,2014-06-19 22:06:34+00:00,4250,0,0,0,User,1.609437912,0.666666667,4.3,13,0.003058104,6,8.354909528,0.94907909,0,0,0,0,16,100.2589143,0.307692308
429,136,195,3,2010-08-18 20:39:24+00:00,5651,160,0,0,User,6.063785209,3.131386861,341.1,198,0.035031847,48.75,8.639764744,11.8309508,1,1,0,2,644,1684.754125,2.18877551
99,17,146,68,2014-04-20 16:46:56+00:00,4311,24,0,0,User,4.605170186,5.5,74.4,214,0.049628942,2.115942029,8.369157113,11.39649273,1,0,1,2,265,1221.896938,0.673469388
3,11,71,7,2017-10-26 23:58:44+00:00,3025,77,0,0,User,1.386294361,0.25,5.4,78,0.025776603,8.875,8.014996894,7.644542773,1,0,1,2,94,569.0647795,0.041666667
5,0,109,4,2015-06-08 02:26:28+00:00,3897,0,0,0,User,1.791759469,5,3.5,113,0.028989225,21.8,8.26821888,9.334819334,0,0,0,0,114,901.2358579,0.045454545
3566,18,303,0,2008-03-02 09:58:31+00:00,6551,26,0,0,User,8.179480185,187.6842105,2501.6,303,0.046245421,303,8.787525626,15.99117987,1,0,1,2,3889,2662.620265,11.73026316
144,12,72,6,2010-09-18 06:58:51+00:00,5621,8,0,0,User,4.976733742,11.07692308,104.4,78,0.013874066,10.28571429,8.634442751,4.390243902,1,1,1,3,246,621.6798781,1.97260274
17,3,13,0,2014-02-03 17:39:21+00:00,4387,0,0,0,User,2.890371758,4.25,12.8,13,0.002962625,13,8.386628821,0.998526936,0,0,0,0,30,109.0261747,1.214285714
0,0,1,0,2024-07-17 18:17:24+00:00,569,0,0,0,User,0,0,0,1,0.001754386,1,6.345636361,0.390792291,0,0,0,0,1,6.345636361,0
84,15,174,5,2017-07-30 04:33:55+00:00,3114,0,0,0,User,4.442651256,5.25,63.3,179,0.057463884,29,8.043984431,18.25524576,0,0,0,0,258,1399.653291,0.48
175,11,55,14,2008-09-11 16:22:25+00:00,6358,0,0,0,User,5.170483995,14.58333333,125.8,69,0.010850763,3.666666667,8.757626411,2.986018147,0,1,1,2,250,481.6694526,3.125
34,4,48,0,2009-07-28 20:01:49+00:00,6037,0,0,0,User,3.555348061,6.8,25,48,0.007949652,48,8.70582811,2.736644799,0,0,0,0,82,417.8797493,0.693877551
156,12,115,34,2011-04-13 23:00:36+00:00,5413,0,0,0,User,5.056245805,12,112.8,149,0.027521241,3.285714286,8.59674347,7.264624438,0,0,0,0,271,988.6254991,1.344827586
20,2,21,8,2011-03-07 01:53:43+00:00,5451,0,0,0,User,3.044522438,6.666666667,14.6,29,0.005319149,2.333333333,8.603737793,1.317916094,0,0,0,0,41,180.6784936,0.909090909
439,14,50,12,2011-04-05 05:03:27+00:00,5422,16,0,0,User,6.086774727,29.26666667,311.5,62,0.011432786,3.846153846,8.598404447,3.153620183,1,0,1,2,509,429.9202223,8.607843137
285,92,124,46,2010-05-12 15:44:59+00:00,5750,70,0,0,User,5.655991811,3.064516129,227.1,170,0.029560077,2.638297872,8.657129032,7.401471791,1,1,1,3,439,1073.484,2.28
35,1,8,12,2010-11-13 02:00:11+00:00,5565,0,0,0,User,3.583518938,17.5,24.8,20,0.003593245,0.615384615,8.624431942,0.492411467,0,0,1,1,53,68.99545554,3.888888889
122,0,96,25,2010-02-17 13:13:42+00:00,5834,0,0,0,User,4.812184355,122,85.4,121,0.020736932,3.692307692,8.671629545,5.652524601,0,0,1,1,228,832.4764363,1.257731959
3,8,22,1,2011-03-06 12:10:48+00:00,5452,0,0,0,User,1.386294361,0.333333333,4.5,23,0.004217862,11,8.603921195,1.380436651,0,0,0,0,25,189.2862663,0.130434783
75,3,34,15,2009-02-17 11:09:39+00:00,6199,34,0,0,User,4.33073334,18.75,53.4,49,0.007903226,2.125,8.732304571,1.890615478,1,1,1,3,139,296.8983554,2.142857143
86,9,33,2,2011-03-05 10:07:15+00:00,5453,48,0,0,User,4.465908119,8.6,62.9,35,0.006417308,11,8.604104563,2.070299072,1,1,1,3,149,283.9354506,2.529411765
133,215,80,3,2015-10-14 11:53:49+00:00,3769,160,0,0,User,4.8978398,0.615740741,157.6,83,0.022015915,20,8.23483028,7.063376875,1,1,1,3,243,658.7864224,1.641975309
188,11,42,16,2012-11-28 09:34:20+00:00,4819,0,0,0,User,5.241747015,15.66666667,134.9,58,0.012033195,2.470588235,8.480529207,2.957175926,0,1,0,1,240,356.1822267,4.372093023
57,147,58,8,2014-04-01 17:03:32+00:00,4330,0,0,0,User,4.060443011,0.385135135,84,66,0.015238975,6.444444444,8.373553741,4.509052183,0,0,1,1,125,485.666117,0.966101695
0,0,4,0,2021-01-29 20:21:26+00:00,1834,24,0,0,User,0,0,0,4,0.002179837,4,7.51479976,0.663938154,1,0,0,1,14,30.05919904,0
0,0,11,1,2017-06-17 14:36:36+00:00,3157,0,0,0,User,0,0,0,12,0.003799873,5.5,8.057694195,1.139977286,0,0,0,0,11,88.63463614,0
27,57,109,4,2012-08-08 09:10:57+00:00,4931,0,1,0,User,3.33220451,0.465517241,36,113,0.022911598,21.8,8.503499864,7.512273414,0,0,1,2,156,926.8814852,0.245454545
138,72,108,20,2014-12-28 10:57:02+00:00,4059,0,0,0,User,4.934473933,1.890410959,118.2,128,0.031527094,5.142857143,8.308938253,8.910488246,0,1,1,2,266,897.3653313,1.266055046
12,9,73,0,2019-06-08 15:33:20+00:00,2436,116,0,0,User,2.564949357,1.2,11.1,73,0.029954863,73,7.798523054,9.512674045,1,0,1,2,105,569.2921829,0.162162162
8,14,25,1,2017-07-03 18:20:12+00:00,3140,0,0,0,User,2.197224577,0.533333333,9.8,26,0.008277619,12.5,8.0522965,2.60342368,0,0,0,0,33,201.3074125,0.307692308
432,2,104,4,2012-05-03 07:19:19+00:00,5028,0,1,0,User,6.070737728,144,303,108,0.021475442,20.8,8.522976436,7.03875394,0,0,1,2,556,886.3895494,4.114285714
20,0,46,0,2011-12-24 14:42:03+00:00,5159,0,0,0,User,3.044522438,20,14,46,0.008914729,46,8.548691858,3.039464156,0,1,1,2,86,393.2398255,0.425531915
394,39,192,10,2012-09-02 00:33:15+00:00,4906,71,0,0,User,5.978885765,9.85,287.5,202,0.041165682,17.45454545,8.498418036,13.29538987,1,1,1,3,616,1631.696263,2.041450777
6,0,19,0,2013-03-25 15:52:26+00:00,4702,0,0,0,User,1.945910149,6,4.2,19,0.004039974,19,8.455955882,1.368659957,0,0,0,0,25,160.6631618,0.3
17,3,57,0,2015-06-18 18:30:47+00:00,3886,0,0,0,User,2.890371758,4.25,12.8,57,0.014664266,57,8.265392931,4.894142555,0,0,1,1,84,471.1273971,0.293103448
798,615,319,45,2008-02-19 20:56:25+00:00,6562,96,0,0,User,6.683360946,1.295454545,743.1,364,0.055462441,6.934782609,8.789203094,16.80886387,1,1,1,3,1147,2803.755787,2.49375
564,49,12,12,2017-07-06 18:00:42+00:00,3138,24,0,0,User,6.336825731,11.28,409.5,24,0.007645747,0.923076923,8.051659557,1.250356837,1,0,1,2,596,96.61991468,43.38461538
212,14,142,36,2014-07-10 05:42:02+00:00,4230,39,0,0,User,5.361292166,14.13333333,152.6,178,0.042070433,3.837837838,8.350193651,11.2796518,1,1,1,3,384,1185.727498,1.482517483
251,8,45,19,2013-05-05 12:23:38+00:00,4661,20,0,0,User,5.529429088,27.88888889,178.1,64,0.013728014,2.25,8.44719982,3.268006367,1,0,1,2,316,380.1239919,5.456521739
15,16,36,2,2021-12-06 18:26:33+00:00,1523,0,0,0,User,2.772588722,0.882352941,15.3,38,0.024934383,12,7.329093736,6.959745763,0,0,1,1,61,263.8473745,0.405405405
38,0,9,8,2018-05-31 15:17:52+00:00,2809,22,0,0,User,3.663561646,38,26.6,17,0.006049822,1,7.940939762,1.034971645,1,0,0,1,57,71.46845786,3.8
285,13,167,9,2009-11-03 15:48:18+00:00,5940,0,0,0,User,5.655991811,20.35714286,203.4,176,0.029624642,16.7,8.689632748,9.667724029,0,0,1,1,462,1451.168669,1.696428571
18,12,63,27,2014-12-07 00:22:01+00:00,4080,0,0,0,User,2.944438979,1.384615385,16.2,90,0.022053418,2.25,8.314097335,5.173228346,0,0,0,0,81,523.7881321,0.28125
62,51,142,54,2010-11-10 09:48:22+00:00,5568,0,0,0,User,4.143134726,1.192307692,58.7,196,0.035194829,2.581818182,8.624970784,8.735884038,0,0,1,1,214,1224.745851,0.433566434
33,113,71,14,2015-05-25 03:28:13+00:00,3911,0,1,0,User,3.526360525,0.289473684,57,85,0.021728016,4.733333333,8.271804031,6.060570627,0,1,0,2,124,587.2980862,0.458333333
44,6,18,0,2018-10-02 11:53:20+00:00,2685,0,0,0,User,3.80666249,6.285714286,32.6,18,0.006701415,18,7.895808377,2.154098361,0,0,0,0,62,142.1245508,2.315789474
1,0,2,0,2018-04-21 16:21:27+00:00,2849,0,0,0,User,0.693147181,1,0.7,2,0.000701754,2,7.955074273,0.227131301,0,0,0,0,3,15.91014855,0.333333333
0,0,1,0,2022-07-08 14:49:00+00:00,1310,0,0,0,User,0,0,0,1,0.000762777,1,7.178545484,0.217910448,0,0,0,0,1,7.178545484,0
90,4,198,27,2013-01-05 19:27:03+00:00,4780,0,0,0,User,4.510859507,18,64.2,225,0.047061284,7.071428571,8.472405009,14.04664723,0,0,0,0,288,1677.536192,0.452261307
1308,183,257,54,2010-06-16 23:40:13+00:00,5714,44,1,0,User,7.177018766,7.108695652,970.5,311,0.054418198,4.672727273,8.650849576,15.43099194,1,0,1,3,1595,2223.268341,5.069767442
55,9,57,3,2012-03-22 13:35:53+00:00,5070,0,0,0,User,4.025351691,5.5,41.2,60,0.011831986,14.25,8.531293316,3.827966881,0,1,1,2,132,486.283719,0.948275862
272,4,62,11,2011-08-07 16:29:09+00:00,5298,12,0,0,User,5.609471795,54.4,191.6,73,0.013776184,5.166666667,8.575273402,3.996115133,1,1,1,3,364,531.666951,4.317460317
2405,574,777,227,2009-09-15 17:07:32+00:00,5989,0,1,0,User,7.785720897,4.182608696,1855.7,1004,0.167612688,3.407894737,8.697846691,44.63408876,0,0,1,2,3202,6758.226879,3.09125964
21,0,13,0,2015-05-08 10:29:51+00:00,3928,0,0,0,User,3.091042453,21,14.7,13,0.00330873,13,8.27614022,1.105287678,0,0,0,0,34,107.5898229,1.5
4,6,8,3,2011-05-24 21:55:45+00:00,5372,0,0,0,User,1.609437912,0.571428571,4.6,11,0.002047273,2,8.589141691,0.508976817,0,1,1,2,32,68.71313353,0.444444444
744,253,61,6,2009-10-07 20:26:53+00:00,5966,30,0,1,User,6.613384218,2.929133858,596.7,67,0.011228423,8.714285714,8.693999568,3.516821987,1,1,1,3,835,530.3339736,12
114,0,32,12,2011-12-11 21:03:02+00:00,5171,0,0,0,User,4.744932128,114,79.8,44,0.008507347,2.461538462,8.55101474,2.10982659,0,0,1,1,156,273.6324717,3.454545455
83,14,81,21,2010-08-18 01:55:41+00:00,5652,0,0,0,User,4.430816799,5.533333333,62.3,102,0.018043517,3.681818182,8.639941657,4.913578195,0,0,1,1,174,699.8352742,1.012195122
157,87,49,24,2013-10-08 11:28:27+00:00,4505,0,0,0,User,5.062595033,1.784090909,136,73,0.016200621,1.96,8.413165121,3.6724846,0,0,1,1,216,412.2450909,3.14
61,30,300,38,2011-03-19 21:38:28+00:00,5438,18,1,0,User,4.127134385,1.967741935,51.7,338,0.062143776,7.692307692,8.601350499,18.86955023,1,1,1,4,401,2580.40515,0.202657807
18,23,38,0,2017-03-14 00:42:41+00:00,3252,29,0,0,User,2.944438979,0.75,19.5,38,0.011681525,38,8.087332926,3.834669616,1,0,0,1,66,307.3186512,0.461538462
62,20,28,0,2013-02-11 18:26:16+00:00,4743,0,0,0,User,4.143134726,2.952380952,49.4,28,0.005902192,28,8.464635941,2.000783085,0,1,1,2,110,237.0098063,2.137931034
4,0,8,0,2015-12-26 20:46:42+00:00,3695,0,0,0,User,1.609437912,4,2.8,8,0.002164502,8,8.215006433,0.719211823,0,0,0,0,12,65.72005146,0.444444444
65,0,19,0,2013-07-17 23:58:03+00:00,4587,0,0,0,User,4.189654742,65,45.5,19,0.004141238,19,8.431199478,1.400444265,0,0,0,0,84,160.1927901,3.25
149,0,5,0,2011-08-29 14:57:29+00:00,5276,0,1,0,User,5.010635294,149,104.3,5,0.000947508,5,8.571113033,0.323524198,0,0,1,2,174,42.85556517,24.83333333
1162,4,98,1,2012-12-07 01:00:27+00:00,4810,13,0,0,User,7.058758153,232.4,814.6,99,0.020577842,49,8.478660242,6.912077295,1,0,1,2,1280,830.9087037,11.73737374
2,0,18,0,2013-12-29 09:36:06+00:00,4423,0,0,0,User,1.098612289,2,1.4,18,0.004068716,18,8.394799543,1.372180451,0,0,1,1,30,151.1063918,0.105263158
70,38,48,2,2014-11-23 07:17:26+00:00,4094,0,0,0,User,4.262679877,1.794871795,60.4,50,0.012210012,16,8.317521996,3.929132092,0,0,0,0,118,399.2410558,1.428571429
20,10,54,7,2015-08-31 19:00:41+00:00,3812,0,0,0,User,3.044522438,1.818181818,17,61,0.015997902,6.75,8.24617156,4.71869763,0,0,1,1,84,445.2932642,0.363636364
3,0,13,0,2022-11-12 07:49:38+00:00,1183,25,0,0,User,1.386294361,3,2.1,13,0.01097973,13,7.076653815,3.065245478,1,0,0,1,26,91.9964996,0.214285714
17,6,30,5,2016-03-23 18:49:52+00:00,3607,0,0,0,User,2.890371758,2.428571429,13.7,35,0.009700665,5,8.190908881,2.756797583,0,0,0,0,47,245.7272664,0.548387097
10,2,116,0,2015-01-10 13:29:52+00:00,4046,0,0,0,User,2.397895273,3.333333333,7.6,116,0.028663207,116,8.305731145,9.598730447,0,0,1,1,136,963.4648128,0.085470085
178,35,186,14,2013-04-06 03:46:37+00:00,4690,25,0,0,User,5.187385806,4.944444444,135.1,200,0.042634833,12.4,8.453401058,13.43026706,1,0,1,2,384,1572.332597,0.951871658
310,1,10,0,2010-08-02 09:02:04+00:00,5668,40,0,0,User,5.739792912,155,217.3,10,0.00176398,10,8.642768014,0.605005801,1,1,1,3,350,86.42768014,28.18181818
20,9,29,0,2016-11-08 06:33:14+00:00,3378,138,0,0,User,3.044522438,2,16.7,29,0.008582421,29,8.125335087,2.827945498,1,1,1,3,79,235.6347175,0.666666667
21,2,3,6,2017-10-15 14:26:38+00:00,3037,65,0,0,User,3.091042453,7,15.3,9,0.002962475,0.428571429,8.018954683,0.321869489,1,0,0,1,34,24.05686405,5.25
140,1,78,7,2013-02-28 12:55:36+00:00,4727,12,1,0,User,4.94875989,70,98.3,85,0.017978003,9.75,8.461257559,5.591123331,1,0,1,3,248,659.9780896,1.772151899
155,3,49,20,2013-11-24 12:26:32+00:00,4458,0,0,0,User,5.049856007,38.75,109.4,69,0.015474322,2.333333333,8.402679805,3.708272859,0,0,1,1,214,411.7313104,3.1
378,31,29,0,2012-02-09 19:34:16+00:00,5111,137,1,0,User,5.937536205,11.8125,273.9,29,0.005672926,29,8.539345996,1.932980278,1,1,1,4,447,247.6410339,12.6
11026,44,296,73,2019-08-19 14:13:41+00:00,2364,46,0,0,User,9.30810209,245.0222222,7731.4,369,0.15602537,4,7.768533301,39.58959326,1,1,1,3,11352,2299.485857,37.12457912
8,1,6,0,2018-12-08 16:18:18+00:00,2618,0,0,0,User,2.197224577,4,5.9,6,0.002290951,6,7.870547845,0.734160241,0,0,0,0,14,47.22328707,1.142857143
6,6,3,2,2019-03-17 15:25:56+00:00,2519,0,1,0,User,1.945910149,0.857142857,6,5,0.001984127,1,7.832014181,0.379680999,0,1,1,3,39,23.49604254,1.5
25,0,3,0,2020-11-09 02:49:31+00:00,1916,0,0,0,User,3.258096538,25,17.5,3,0.001564945,3,7.558516743,0.480052609,0,0,0,0,28,22.67555023,6.25
19,30,12,0,2013-08-14 20:49:44+00:00,4559,0,1,0,User,2.995732274,0.612903226,22.3,12,0.002631579,12,8.425077903,0.889520715,0,0,1,2,51,101.1009348,1.461538462
22,1,18,0,2014-02-12 13:35:17+00:00,4378,30,0,0,User,3.135494216,11,15.7,18,0.004110528,18,8.384575667,1.385199241,1,0,1,2,60,150.922362,1.157894737
1,0,32,0,2015-06-10 21:08:39+00:00,3894,0,0,0,User,0.693147181,1,0.7,32,0.008215661,32,8.267448958,2.7424278,0,0,0,0,33,264.5583667,0.03030303
3,5,17,0,2014-10-11 05:10:36+00:00,4137,18,0,0,User,1.386294361,0.5,3.6,17,0.004108265,17,8.327967858,1.378276322,1,0,0,1,30,141.5754536,0.166666667
147,2,0,1,2012-08-16 14:10:09+00:00,4923,7,1,0,User,4.997212274,49,103.5,1,0.000203087,0,8.501876487,0,1,0,0,2,167,0,147
81,58,37,6,2011-01-21 17:15:07+00:00,5496,0,1,0,User,4.406719247,1.372881356,74.1,43,0.007822449,5.285714286,8.611957768,2.304214298,0,1,1,3,148,318.6424374,2.131578947
2,0,0,0,2011-05-20 07:17:16+00:00,5377,0,0,0,User,1.098612289,2,1.4,0,0,0,8.590071837,0,0,0,0,0,2,0,2
117,21,47,1,2016-08-21 21:58:46+00:00,3456,28,0,0,User,4.770684624,5.318181818,88.2,48,0.013884871,23.5,8.14815644,4.489662392,1,0,1,2,184,382.9633527,2.4375
0,0,4,0,2014-11-17 04:15:21+00:00,4100,0,0,0,User,0,0,0,4,0.000975372,4,8.318986125,0.326987682,0,0,0,0,4,33.2759445,0
159,266,134,17,2011-03-08 20:55:15+00:00,5449,154,0,0,User,5.075173815,0.595505618,191.1,151,0.027706422,7.444444444,8.603370888,8.4124527,1,1,1,3,323,1152.851699,1.177777778
103,25,43,0,2017-09-12 23:07:41+00:00,3069,27,1,0,User,4.644390899,3.961538462,79.6,43,0.014006515,43,8.029432841,4.570471753,1,0,1,3,176,345.2656121,2.340909091
54,6,34,6,2009-11-24 17:13:29+00:00,5919,0,1,0,User,4.007333185,7.714285714,39.6,40,0.006756757,4.857142857,8.686091728,1.974856779,0,1,1,3,118,295.3271187,1.542857143
148,177,168,12,2017-07-25 12:14:38+00:00,3119,0,1,0,User,5.003946306,0.831460674,156.7,180,0.057692308,12.92307692,8.045588281,17.60045924,0,0,1,2,336,1351.658831,0.875739645
46,73,78,1,2015-09-12 08:59:57+00:00,3801,0,0,0,User,3.850147602,0.621621622,54.1,79,0.020778538,39,8.243282523,6.833893423,0,1,1,2,144,642.9760368,0.582278481
1,1,36,2,2012-11-03 18:18:33+00:00,4843,0,0,0,User,0.693147181,0.5,1,38,0.007844756,12,8.485496105,2.523041475,0,0,0,0,37,305.4778598,0.027027027
127,6,27,0,2015-06-10 22:12:20+00:00,3894,105,1,0,User,4.852030264,18.14285714,90.7,27,0.006931964,27,8.267448958,2.313923456,1,0,1,3,184,223.2211219,4.535714286
607,9,100,30,2010-07-24 19:35:12+00:00,5676,0,1,0,User,6.410174882,60.7,427.6,130,0.022899419,3.225806452,8.644178203,6.042046019,0,0,1,2,727,864.4178203,6.00990099
57,0,1,0,2010-09-11 04:13:32+00:00,5628,0,0,0,User,4.060443011,57,39.9,1,0.000177651,1,8.635687085,0.060904388,0,0,0,0,58,8.635687085,28.5
27,0,1,0,2017-07-20 00:31:36+00:00,3124,0,0,0,User,3.33220451,27,18.9,1,0.00032,1,8.047189562,0.104614503,0,0,0,0,28,8.047189562,13.5
37,0,3,2,2011-04-12 17:35:01+00:00,5415,0,0,0,User,3.63758616,37,25.9,5,0.000923191,1,8.597112815,0.189446367,0,0,0,0,40,25.79133844,9.25
54,2,20,2,2009-11-20 04:23:56+00:00,5923,0,0,0,User,4.007333185,18,38.4,22,0.003713707,6.666666667,8.686767175,1.160941476,0,1,0,1,84,173.7353435,2.571428571
228,58,95,135,2010-12-24 09:13:36+00:00,5524,0,1,0,User,5.433722004,3.86440678,177,230,0.041628959,0.698529412,8.617038526,5.888096451,0,0,1,2,343,818.61866,2.375
3336,4,52,1,2011-03-10 07:42:41+00:00,5448,0,0,0,User,8.112827479,667.2,2336.4,53,0.009726555,26,8.603187385,3.265095476,0,1,1,2,3408,447.365744,62.94339623
66,35,15,2,2008-11-09 08:43:20+00:00,6299,0,1,0,User,4.204692619,1.833333333,56.7,17,0.002698413,5,8.748304912,0.821578631,0,0,1,2,101,131.2245737,4.125
6,0,3,1,2009-09-29 02:20:28+00:00,5975,0,0,0,User,1.945910149,6,4.2,4,0.000669344,1.5,8.695506727,0.172712934,0,0,1,1,19,26.08652018,1.5
1,0,0,0,2011-08-22 18:40:41+00:00,5282,0,0,0,User,0.693147181,1,0.7,0,0,0,8.572249397,0,0,0,0,0,1,0,1
257,30,85,11,2011-08-17 00:05:27+00:00,5288,19,0,0,User,5.552959585,8.290322581,188.9,96,0.018150879,7.083333333,8.573384471,5.488236335,1,1,1,3,372,728.73768,2.988372093
6,1,0,0,2012-05-29 21:24:04+00:00,5001,0,0,0,User,1.945910149,3,4.5,0,0,0,8.517593111,0,0,0,0,0,6,0,6
9,4,2,0,2011-10-23 21:01:58+00:00,5220,0,1,0,User,2.302585093,1.8,7.5,2,0.000383068,2,8.560444233,0.130707252,0,0,0,1,21,17.12088847,3
11,8,21,6,2011-06-07 19:05:22+00:00,5358,0,0,0,User,2.48490665,1.222222222,10.1,27,0.005038253,3,8.586532669,1.339332518,0,1,1,2,52,180.3171861,0.5
1,1,2,0,2016-03-04 19:47:23+00:00,3626,123,0,0,User,0.693147181,0.5,1,2,0.00055142,2,8.196161139,0.182911551,1,0,1,2,23,16.39232228,0.333333333
1708,52,74,8,2010-02-25 21:27:12+00:00,5825,0,0,0,User,7.443663683,32.22641509,1211.2,82,0.014074837,8.222222222,8.670085938,4.363489499,0,0,1,1,1792,641.5863594,22.77333333
13,0,29,3,2011-11-04 22:24:22+00:00,5208,0,0,0,User,2.63905733,13,9.1,32,0.006143214,7.25,8.558143178,1.899336085,0,0,0,0,42,248.1861522,0.433333333
516,5,252,112,2010-07-03 10:56:24+00:00,5698,0,0,0,User,6.248042875,86,362.7,364,0.063870855,2.230088496,8.648046,15.17070757,0,1,1,2,788,2179.307592,2.039525692
21,40,20,0,2015-06-12 18:05:53+00:00,3893,0,0,0,User,3.091042453,0.512195122,26.7,20,0.005136107,20,8.267192186,1.714419915,0,0,0,0,41,165.3438437,1
11,44,5,2,2014-09-23 22:24:40+00:00,4154,0,0,0,User,2.48490665,0.244444444,20.9,7,0.001684717,1.666666667,8.332067707,0.403850409,0,0,1,1,26,41.66033854,1.833333333
58,2,51,0,2011-08-28 11:43:53+00:00,5277,0,0,0,User,4.077537444,19.33333333,41.2,51,0.009662751,51,8.571302517,3.299361928,0,0,0,0,109,437.1364284,1.115384615
305,24,182,43,2009-08-02 12:04:25+00:00,6033,96,1,0,User,5.723585102,12.2,220.7,225,0.037288697,4.136363636,8.70516542,10.38293217,1,0,1,3,517,1584.340106,1.666666667
66,3,44,0,2008-11-18 00:57:39+00:00,6290,0,0,0,User,4.204692619,16.5,47.1,44,0.006994119,44,8.74687532,2.41322314,0,0,0,0,110,384.8625141,1.466666667
47,14,16,9,2013-10-30 15:51:55+00:00,4483,22,1,0,User,3.871201011,3.133333333,37.1,25,0.005575379,1.6,8.408270784,1.204620462,1,0,1,3,93,134.5323325,2.764705882
0,1,11,0,2023-02-28 23:18:16+00:00,1074,61,0,1,User,0,0,0.3,11,0.010232558,11,6.980075941,2.790132036,1,1,1,3,41,76.78083535,0
0,0,1,8,2016-09-30 03:53:46+00:00,3417,0,0,0,User,0,0,0,9,0.002633119,0.111111111,8.136810864,0.096509783,0,1,0,1,11,8.136810864,0
8,1,49,2,2019-02-06 17:38:52+00:00,2558,20,0,0,User,2.197224577,4,5.9,51,0.01992966,16.33333333,7.847371836,6.11871365,1,1,0,2,77,384.52122,0.16
11,10,13,29,2010-06-08 22:38:23+00:00,5722,0,1,0,User,2.48490665,1,10.7,42,0.007338808,0.433333333,8.652248422,0.779530146,0,0,0,1,34,112.4792295,0.785714286
20499,9,374,14,2010-11-08 11:46:51+00:00,5570,18,1,0,User,9.928180165,2049.9,14352,388,0.069646383,24.93333333,8.62532985,23.00084246,1,0,1,3,20903,3225.873364,54.664
0,0,40,0,2019-06-18 16:44:41+00:00,2426,0,0,0,User,0,0,0,40,0.016481253,40,7.794411206,5.231099964,0,1,1,2,60,311.7764482,0
1,0,16,0,2019-05-04 03:11:49+00:00,2471,0,0,0,User,0.693147181,1,0.7,16,0.006472492,16,7.812782819,2.059238364,0,0,0,0,17,125.0045251,0.058823529
124,76,52,1,2015-10-13 19:33:01+00:00,3769,120,0,0,User,4.828313737,1.61038961,109.6,53,0.014058355,26,8.23483028,4.591194969,1,1,1,3,206,428.2111746,2.339622642
171,43,83,8,2010-07-05 01:29:19+00:00,5696,75,0,0,User,5.147494477,3.886363636,132.6,91,0.015973319,9.222222222,8.647694999,4.998350107,1,1,1,3,284,717.758685,2.035714286
196,10,41,4,2013-12-10 18:54:19+00:00,4441,42,0,0,User,5.283203729,17.81818182,140.2,45,0.010130572,8.2,8.398860004,3.113816063,1,1,1,3,267,344.3532602,4.666666667
656,1,100,21,2011-12-22 23:37:41+00:00,5160,12,0,0,User,6.487684018,328,459.5,121,0.023445069,4.545454545,8.548885638,6.606334842,1,0,0,1,766,854.8885638,6.495049505
145,0,4,0,2020-12-11 21:53:40+00:00,1883,0,0,0,User,4.983606622,145,101.5,4,0.002123142,4,7.541152455,0.649466192,0,0,0,0,149,30.16460982,29
341,31,55,1,2009-02-18 03:39:09+00:00,6198,0,0,0,User,5.834810737,10.65625,248,56,0.009033715,27.5,8.732143268,3.058814567,0,0,0,0,396,480.2678797,6.089285714
0,0,34,2,2011-06-09 16:13:00+00:00,5357,0,0,0,User,0,0,0,36,0.006718925,11.33333333,8.58634605,2.16882209,0,0,0,0,34,291.9357657,0
